0.870825847,0.284286703,1.251703737,-0.690822174,-1.124445559,-0.670134222,-0.145425366,-0.352051384,-0.585079085,1
-0.248750232,0.590432811,0.634679916,-0.170061494,0.102079723,-0.026151929,-0.791877072,-0.352051384,-0.585079085,1
-0.71963076,0.149582416,0.600015656,0.19046513,0.437760327,-0.164148134,-0.827010317,-0.352051384,-0.585079085,1
-0.232285878,-0.242284602,0.697075583,-0.310266293,-0.052849786,0.111844277,-0.517837762,-0.352051384,-0.585079085,1
-0.311314778,-0.168809536,0.64854562,-0.410412577,0.553957459,0.081178453,-0.623237497,-0.352051384,-0.585079085,1
-0.792073918,-0.756610062,0.641612768,0.350699185,0.411938742,0.219174659,-0.623237497,-0.352051384,2.0832652,1
-0.308021907,-0.132072003,0.634679916,-0.610705146,0.566868252,0.127177188,-0.552971007,-0.352051384,-0.585079085,1
-0.265214586,-0.315759668,0.641612768,-0.790968459,0.760530138,0.111844277,-0.503784464,-0.352051384,-0.585079085,1
0.268230487,0.774120475,0.620814212,-0.150032238,-0.737121786,0.096511365,-0.46162457,-0.352051384,-0.585079085,1
-0.268507457,-0.499447332,0.634679916,-0.170061494,0.437760327,0.111844277,-0.39135808,-0.352051384,0.543835805,1
-0.874395689,-0.842330973,0.537619989,0.230523644,0.708886969,0.265173394,-0.609184199,-0.352051384,1.878007948,1
-0.242164491,-0.744364218,0.676277027,-0.350324807,0.463581912,0.157843012,-0.278931697,-0.352051384,-0.585079085,1
-0.815124014,-0.646397464,0.516821433,-0.089944467,0.812173308,0.295839217,-0.637290795,-0.352051384,1.878007948,1
-0.291557553,-0.670889152,0.606948508,-0.350324807,0.721797761,0.065845542,-0.405411378,-0.352051384,1.159607563,1
-0.242164491,-0.97703526,0.627747064,-0.270207779,0.825084101,0.127177188,-0.321091591,-0.352051384,-0.585079085,1
-0.248750232,-0.732118374,0.593082804,-0.430441834,0.760530138,0.127177188,-0.398384729,-0.352051384,-0.585079085,1
-0.173014203,-0.89131435,0.683209879,-0.570646633,0.592689837,0.173175924,-0.180558611,-0.352051384,-0.585079085,1
1.183648576,1.165987493,0.808001214,-1.111436569,-1.666698842,-0.532138016,0.135640593,-0.352051384,-0.585079085,1
